id,title,key
31,易跌倒步态特征及其预警技术研究,步态 数据 跌倒 采集 进行 步行 实现 识别 系统 运动
32,面向深度学习应用的可视化编程系统的研究与实现,学习 算法 可视化 编程 建模 模型 应用 编程语言 计算 方式
33,基于多源遥感数据的森林地上生物量估算研究,估算 模型 生物量 数据 森林 回归 特征 精度 进行 支持
34,基于神经网络量子态的横场Ising模型研究,波函数 方法 计算 使用 网络 参数 横场 基态 已有 重要性
35,人工智能在金融领域的应用研究,人工智能 金融 风险 应用 智能 融合 发展 技术 监管 服务
36,基于时序数据的音乐流媒体用户流失预测,模型 流失 用户 预测 特征 音乐 流媒体 数据 进行 提升
37,网络化无创血压智能监测系统的研究与设计,血压 信号 生理 模型 特征 人体 回归 参数 监测 分别
38,基于心电的车载健康监护系统的设计与实现,分析 模块 进行 驾驶 采集 监测 健康 方法 上位 车载
39,基于机器学习的乳腺癌风险分析与预测研究,预测 算法 乳腺癌 技术 森林 随机 模型 患者 建立 分析
40,票房预测中的社交网络评论情感挖掘技术研究,电影 情感 票房 预测 模型 特征 影评 观众 主题 使用
41,基于极限学习机理论的多楼层定位算法研究,学习 数据 训练 楼层 位置 估计 算法 性能 定位 提出
42,异构网络中基于机器学习的网络选择算法,网络 算法 选择 属性 用户 遗传算法 需求 接入 有效 业务
43,不完整数据集下基于极限学习机的室内定位算法研究,训练 算法 定位 位置 学习机 数据 极限 函数 离线 学习
44,基于机器学习的无线通信场景分类方法,场景 分类 无线通信 进行 研究 信道 特征 无线 方法 学习
45,基于可穿戴设备的人体姿态识别研究及系统设计,人体 姿态 识别 设备 穿戴 进行 领域 使用 系统 服务
46,基于单个RGB摄像头的虚拟键盘系统研究,键盘 指尖 虚拟 进行 系统 研究 算法 用户 人机交互 提取
47,基于机器学习的手势识别技术研究,手势 识别 模型 进行 研究 技术 卷积 算法 分割 逐渐
48,基于信任传递的智能推荐方法研究,推荐 用户 信任 方法 系统 物品 问题 算法 内容 智能
49,基于智能终端的行为识别方法研究,识别 行为 终端 利用 活动 智能 问题 进行 准确率 检测
50,基于机器学习的网络舆情情感倾向分析研究,技术 情感 倾向 文本 研究 分析 进行 论坛 最终 舆情
51,基于支持向量机的网络流量分类技术研究,分类 网络流量 流量 提升 方法 向量 支持 训练 算法 利用
52,基于机器学习的异常DNS流量检测研究,进行 流量 使用 域名 学习 机器 网络 检测 IP地址 数据
53,组稀疏多任务学习方法及其应用研究,任务 方法 学习 特征 筛选 稀疏 多任务 模型 性能 进行
54,持续学习框架中主动学习算法研究,学习 标注 数据 样本 算法 分类 分类器 采样 人工 进行
55,基于机器学习的生物医学命名实体识别的研究,实体 生物医学 识别 命名 文献 特征 算法 机场 需要 条件
56,基于机器学习的智能高考志愿推荐系统,专业 推荐 系统 考生 志愿 方法 高考 相关 家长 个性化
57,基于脑电的情绪识别研究与系统开发,情绪 模块 识别 电信号 脑电 研究 特征 提取 技术 模型
58,基于蜻蜓算法和花朵授粉算法的特征选择方法研究,数据 算法 蜻蜓 花朵 授粉 技术 进行 发展 噪声 领域
59,基于机器学习的行人姿态估计及识别的算法研究,行为 视频 识别 分类 特征 人体 问题 应用 研究 算法
60,机器学习方法在上市公司财务舞弊预测问题中的应用,模型 舞弊 进行 数据 财务报表 公司 预测 方法 选择 研究
61,基于机器学习的电网调控云防误系统研究与应用,防误 系统 进行 调控 电网 运行 分析 构建 误操作 学习
62,再次剖宫产术中出血危险因素分析及机器学习对术中输血预测研究,剖宫产 出血 再次 输血 临床 预测 病历 分析 学习 对术
63,数据驱动的物联网安全威胁检测与建模,联网 知识 检测 设备 数据 异常 研究 流量 识别 进行
64,基于推理机和GBDT的企业赊销信用风险研究,赊销 模型 信用风险 企业 客户 管理 进行 研究 推理机 分析
65,基于大数据平台的恶意IP分类算法研究,算法 数据 分类 恶意 售票 有效 选取 购票 研究 提高
66,基于GPS定位数据的出行行为研究,出行 数据 居民 识别 交通 算法 研究 轨迹 方式 行为
67,面向气象数据监控系统的优化设计与研究,气象 监控 数据 系统 进行 信息 研究 优化 解决 领域
68,基于大数据平台相关技术下的银行个人客户信用风险评估,数据 银行 客户 技术 发展 研究 信用风险 进行 最终 收集
69,基于骨架点分割算法的文本验证码攻击模型的研究,验证码 字符 算法 分割 模型 文本 粘连 攻击 能够 网络
70,网络垃圾信息识别方法研究,模型 学习 神经网络 信息 方法 进行 机器 传统 分类 效果
71,基于遗传算法的P2P网贷违约预警模型研究,数据 模型 违约 研究 网贷 优化 行业 监管 平台 金融
72,基于卷积神经网络的交通方式识别研究,出行 方式 数据 交通 识别 研究 神经网络 卷积 模型 具有
73,基于神经网络的电子病历实体识别,实体 识别 病历 电子 进行 实验 模型 数据 医学 领域
74,基于分子描述符的中草药化合物类药性预测及应用研究,化合物 药性 混合 预测 配方 数据库 食品 特殊 进行 用途
75,基于机器学习的线路跳闸预警研究,跳闸 线路 相关 预测 学习 数据 属性 预警 电网 方法
76,基于深度学习的肝脏疾病诊断,学习 训练 神经网络 诊断 特征 分类 问题 存在 容易 结构
77,基于多策略的高校助学金精准预测的研究与应用,高校 模型 算法 助学金 学生 精准 资助 预测 发放 数据
78,基于改进机器学习方法的股票预测研究,预测 收盘价 投资 使用 股票 向量 回归 股价 实验 模型
79,基于网络行为的用户画像算法研究,用户 算法 画像 模型 数据 预测 特征 属性 学习 查询
80,基于深度学习的风功率预测模型的研究,预测 模型 数据 功率 风电场 研究 方法 进行 凝冻 气象预报
81,基于语义分析的铁路车载无线通信设备故障分析与预测,数据 设备 分析 进行 故障 模型 状态 使用 铁路 数据分析
82,基于机器学习的多特征融合室内定位的研究,算法 定位 优化 融合 特征 机器 模型 性能 技术 进行
83,基于大数据的铁路道岔缺口监测分析研究,分析 铁路 监测 缺口 数据 道岔 智能 实现 平台 进行
84,CT影像组学在胃癌诊断及病理分型中的可行性研究,胃癌 特征 进行 诊断 病理 分析 影像 组学 腺癌 分型
85,低速碰撞下汽车吸能盒结构优化设计,吸能 结构 碰撞 设计 方法 汽车 优化 能量 折纸 分析
86,面向家庭服务机器人指令深层信息提取,信息 服务 指令 机器人 进行 实体 深层 提取 识别 实现
87,基于小波神经网络与支持向量机的股票预测及优化,预测 股票 方法 数据 模型 分析 金融 股票市场 优化 算法
88,非平衡化标记补全的多标记学习及其应用,标记 矩阵 学习 平衡 利用 置信度 空间 进行 补全 相关性
89,基于多示例多标记的多领域数据分类,算法 分类 学习 退化 示例 标记 领域 最优 对象 随机
90,基于混合核极限学习机的标记学习研究及应用,算法 标记 学习机 极限 数据 问题 混合 性能 学习 神经网络
91,基于PCA和BP神经网络的信息安全模型研究,信息安全 数据 异常 防御 攻击 神经网络 检测 算法 传统 方法
92,基于Kinect骨骼信息的人体动作识别方法研究,人体 动作 运动 特征 关节 识别 方法 数据 分类 研究
93,基于高斯过程的偏微分方程数值解法构造,过程 模型 数值 微分方程 概率分布 未知 函数 线性 后验 一定
94,上证50ETF期权市场中的交易策略设计,价格 期权 定价 方法 交易 策略 市场 波动 准确 投资者
95,基于深度学习的机载点云分类研究,特征 分类 进行 组合 数据 整体 方法 提取 扫描 提出
96,人工智能生成物著作权保护问题探究,人工智能 生成物 著作权 保护 进行 著作权法 问题 部分 发展 作者
97,量化选股智能建模及参数优化研究,预测 模型 进行 量化 数据 选股 算法 趋势 参数 投资
98,无线传感器网络故障检测算法的研究,节点 网络 传感器 检测 数据 故障 无线 进行 偏差 算法
99,基于互联网金融下的信贷逾期预测的研究,模型 预测 特征 数据 建立 效果 用户 离散 信贷 缺失
100,基于深度学习的人脸识别研究,人脸识别 识别 网络 人脸 特征 模型 技术 导致 领域 具有
101,基于数据挖掘算法的微信公众号阅读量分析,公众 微信 阅读 模型 算法 随机 进行 森林 发文 数据
102,基于机器学习的智能临床决策方法研究,方法 临床 患者 治疗 学习 信号 序列 记录 决策 相互作用
103,面向心血管疾病识别的心电信号分类研究,进行 疾病 分类 信号 心血管 特征 模型 数据 分析 测试
104,基于回归模型CRRT手术中肝素剂量预测,模型 算法 进行 数据 回归 剂量 采用 肝素 医生 越来越
105,冬笋探测器的设计,进行 冬笋 设计 探测器 探测 模块 检测 论文 选取 阈值
106,目的论视角下的科普文本翻译,翻译 文本 科技 分析 论文 目的论 目的 部分 信息 促进
107,基于深度学习的新闻文本分类模型研究,文本 模型 分类 新闻 研究 技术 句子 学习 数据 领域
108,基于机器学习的精神科量表工具优化及应用,量表 优化 双相 机器 算法 问题 学习 不断 诊断 精神
109,Lstm Based Short Message Service(SMS) Modeling for Spam Classification,垃圾邮件 方法 分类 问题 研究 短信 进行 学习 决策树 机器
110,基于EEMD_LSTM模型的沪深300指数预测研究,模型 预测 股票市场 重要 数据 函数 具有 模量 理论 性能
111,基于知识与数据共同驱动的移动用户支付行为识别研究,支付 识别 数据 移动 行为 用户 模型 驱动 利用 方式
112,融合行为金融学的机器学习选股算法研究及应用,算法 进行 数据 学习 选股 预测 机器 分类 取得 分类器
113,基于RBM模型和LFM模型的推荐算法研究与实现,推荐 模型 算法 用户 问题 进行 评分 过滤 数据 信息
114,基于计算机视觉的驾驶员行为分析系统设计,驾驶员 行为 检测 分析 进行 驾驶 系统 实现 人脸 图像
115,基于机器学习的含蜡原油管道蜡沉积预测算法研究,沉积 模型 预测 原油 进行 管道 优化 向量 平均 支持
116,基于深度学习的树种识别算法研究,识别 学习 图像 数据 模型 训练 树种 进行 增强 研究
117,基于统计学方法的朝鲜语大数据文本挖掘研究,数据 文本 进行 研究 挖掘 朝鲜语 信息 人们 更新 新闻
118,基于机器学习的北京市快递网点布局研究,网点 布局 学习 快递 利用 模型 研究 机器 数据 服务设施
119,微博舆情的情感分析与社会动员,动员 情感 社会 舆情 研究 事件 表达 分析 成为 理性
120,共享单车情境下的公交出行研究,影响 出行 共享 选择 人们 单车 进行 模式 公交车 重要
121,基于机器学习分类算法的微博恶意用户识别研究,用户 算法 特征 恶意 信息 识别 人们 分类 进行 程序
122,石林巴江流域径流过程对气候及土地利用变化的响应研究,流域 变化 研究 趋势 水资源 径流 径流量 模型 水文 岩溶
123,基于数据驱动的生活用纸物理特性预测及其打浆工艺优化,生活 模型 用纸 打浆 数据 算法 工艺 建立 磨浆 伸长率
124,基于大数据的公交线网速度预测模型研究,数据 进行 预测 速度 模型 研究 公交线 分析 问题 因素
125,机器学习在蛋白质磷酸化、硝基化和硫化位点识别中的应用研究,磷酸化 预测 酪氨酸 位点 真菌 特征 修饰 方法 蛋白质 进行
126,《机器学习—新型人工智能》（节选）翻译实践报告,翻译 学习 问题 文本 机器 科技 发展 信息 实践 译文
127,基于boosting模型的逆向投资策略研究,模型 策略 进行 投资 逆向 比较 优化 学习 股票 回测
128,基于机器学习的急性肾损伤预测及临床应用优化,进行 损伤 急性 患者 预测 指标 元胞 关键 遗传算法 算法
129,大规模物联网设备组织信息的发现与提取,联网 设备 组织 技术 信息 识别 论文 研究 报文 应用层
130,产品评论的方面级观点挖掘技术研究,方法 情感 评论 进行 产品 评价 方面 分类 搭配 研究
131,基于深度学习的交通流量预测,预测 交通流量 特征 方法 信息 交通 提出 时空 空间 流量
132,基于NSGA-Ⅱ算法及机器学习的压水堆组件装载方案优化研究,方案 组件 优化 算法 研究 机器 学习 预测 中子 模型
133,非肌层浸润性膀胱癌组织干性调控机制研究,干性 基因 研究 组织 关键 进行 表达 进展 调控 相关
134,视频用户QoE的感知和预测,视频 用户 状态 序列 采用 运营商 视频流 流量 网络流量 适应
135,基于机器学习的室内射频指纹定位技术研究,指纹 射频 定位 学习 机器 时间 数据 定位系统 具有 特征
136,大规模基站网络流量模式挖掘和预测,基站 流量 模式 预测 方法 聚类 演变 进行 测量 信息
137,少模光纤模分复用系统非线性均衡技术研究,算法 光纤 系统 均衡 复用 模分 模式 进行 耦合 少模
138,基于TDM-PON和C-RAN架构的休眠感知资源分配研究,网络 问题 研究 网络资源 进行 提出 资源管理 资源分配 机制 学习
139,基于词典与改进信息增益的微博情感分析,情感 词典 算法 信息 特征 分析 增益 网络 效果 研究
140,基于电子产品领域商品评论的情感分析方法研究和实现,评论 进行 产品 利用 关键词 提取 情感 分类 性能 分类器
141,面向网络评论短文本的情感分析研究与实现,情感 新词 评论 网络 模型 背景 分析 文本 发现 分类
142,推荐系统中动态推荐算法研究,算法 推荐 用户 问题 动态 新闻 模型 性能 物品 特征
143,基于扰动的网络流量数据隐私保护方法研究,数据 网络流量 属性 算法 保护 能够 研究 分类 特征 泄露
144,标识网络中基于多维属性的服务管理机制研究与实现,服务 属性 网络 信息 标识 研究 发布 获取 进行 内容
145,基于知识追踪的智能导学算法设计,学生 知识 习题 推荐 模型 追踪 提升 概念 题目 算法
146,基于机器学习算法的精神分裂症听觉稳态诱发脑电研究,模型 精神分裂症 电信号 网络 信念 算法 向量 听觉 诊断 支持
147,基于半监督学习的医嘱辅助决策方法研究,医嘱 患者 辅助 数据 方法 研究 病历 电子 诊疗 决策
148,基于Twitter社交网络数据的流感预测应用研究,流感 预测 数据 模型 算法 时间 分类 研究 发病 序列
149,无线传感网络中的数据融合研究,数据 融合 聚类 节点 模型 传感器 预测 特征 距离 完整
150,空分复用弹性光网络中资源分配策略研究,碎片 频谱 网络 业务 策略 阻塞 资源 整理 弹性 串扰
151,基于机器学习分类算法和数据库的频谱感知,感知 频谱 性能 分类器 指纹 检测 利用 数据库 学习 问题
152,基于深度学习的电商产品评论情感分析研究,情感 文本 领域 记忆 迁移 网络 进行 学习 评论 模型
153,基于深度学习的多模型融合文本情感算法研究,情感 模型 分析 向量 进行 评论 算法 论文 数据 训练
154,面向概念漂移和不均衡数据流的分类算法研究,数据流 概念 算法 漂移 问题 分类器 检测 分类 均衡 分析
155,基于集成学习的偏标记学习算法研究,学习 数据 标记 进行 问题 特征 样本 实验 算法 均衡
156,智能电网中虚假数据注入攻击检测研究,数据 检测 攻击 虚假 卷积 具有 系统 分类 有效 框架
157,基于机器视觉的羽毛球发球违例检测系统设计与实现,发球 目标 羽毛球 判决 实现 技术 违例 过手 区域 模型
158,基于骨骼点的人体运动识别系统的设计与实现,运动 人体 姿态 系统 设计 技术 进行 采集 分类 信息
159,基于MCP惩罚的AdaBoost集成剪枝技术的研究,集成 使用 模型 进行 数据 剪枝 预测 惩罚 学习 回归
160,支持向量回归在高频金融时间序列中的应用研究,模型 预测 向量 支持 时间 序列 回归 算法 数据 进行
161,基于多源数据的用户体验分析研究,用户 体验 分析 软件 方法 评估 学习 样本 因素 特性
162,方差正则化的交叉验证模型选择方法研究,模型 选择 方差 验证 正则 数据 分类 方法 估计 准则
163,机器学习技术在声波逆散射问题中的应用,问题 算法 学习 散射 数据 研究 求解 数值 方法 技术
164,基于决策森林的蛋白质二级结构预测算法研究,蛋白质 预测 结构 算法 进行 梯度 模型 特征 采用 数据
165,机器学习方法在临近降雨预报中的应用研究,预报 降雨 方法 临近 产品 进行 实验 模型 机器 研究
166,基于Sentinel-1的南极冰盖冻融探测方法研究,探测 冻融 冰盖 方法 变化 散射系数 验证 数据 精度 信息
167,手性化合物的比旋光度预测及绝对构型自动识别,预测 描述符 比旋光 定量 映体 模型 构型 建立 手性 变量
168,基于深度学习的矿用地磅车牌识别研究,车牌 矿用 地磅 进行 识别 研究 检测 车辆 学习 具有
169,基于SVM矿井环境无线多模信号的检测识别,信号 分类器 识别 矿井 环境 进行 累积 四阶 分类 数据
170,基于信息融合的综采工作面瓦斯浓度预测研究,浓度 预测 进行 矿井 得到 算法 工作面 组合 提供 区域
171,晋中盆地土壤重金属污染特征分析,污染 土壤 含量 影响 重金属 盆地 活动 指数 分析 研究
172,基于卷积神经网络的荒漠化草原草种分类研究,草原 图像 分类 波段 光谱 进行 学习 卷积 退化 利用
173,基于对象分割的卫星图像中物体变化检测与识别算法研究,建筑物 算法 变化 图像 变化检测 识别 遥感 检测 问题 影像
174,基于高光谱图像分析的地物变化检测方法研究,变化检测 地物 光谱 方法 研究 图像 像素 利用 变化 目标
175,基于深度卷积神经网络的变转速行星齿轮箱故障诊断方法研究,转速 行星 齿轮箱 诊断 振动 未知 信号 智能 故障 进行
176,基于卷积神经网络的机械故障诊断域自适应算法研究,故障诊断 算法 数据 网络 采集 进行 信号 生成 卷积 研究
177,非均衡数据驱动的重载铁路列车智能控制算法,列车 数据 重载 模型 实现 控制 智能 制动 空气 方式
178,铁路场景下卫星定位可用性评估及预测方法研究,可用性 场景 定位 环境 进行 预测 遮挡 方法 铁路沿线 评估
179,基于数据的城轨乘客路径选择与客流拥堵动态估计研究,客流 路径 选择 进行 数据 学习 模型 拥堵 动态 路网
180,列控车载设备故障间隔时间统计分布建模及预测方法研究,故障 预测 设备 模型 间隔时间 车载 研究 进行 分布 分析
181,基于交叉熵理论的列控车载设备故障组合预测方法研究,故障 设备 预测 车载 进行 状态 实现 数据 方法 运行
182,大型活动下城市轨道交通进出站客流短时预测研究,活动 客流 预测 进行 特征 轨道交通 构建 模型 方法 研究
183,机器学习在高速铁路光传送网的应用研究,故障 网络 业务 定位 进行 传送 拥塞 模型 链路 仿真
184,轨道动检数据的时序预测模型研究,数据 预测 模型 桥梁 铁路 时间 序列 进行 轨道 分类
185,基于多模态融合的特种车辆识别的研究与应用,车辆 特种 识别 融合 模态 数据 技术 决策 执行 音频
186,基于LSTM深度神经网络的短期交通流预测,模型 预测 交通流 数据 进行 交通管理 准确 路段 建立 应用
187,基于神经网络的道路通行时间预估方法的设计与实现,数据 方法 道路 时间 预估 交通 模型 路网 进行 出行
188,基于GMM模型与RWI-HLLE算法的高速公路运行状态评价,运行 高速公路 状态 评价 进行 算法 识别 数据 交通 分析
189,无人驾驶感知辅助系统的研究与仿真实现,系统 感知 视觉 辅助 提取 检测 仿真 实现 虚拟 目标
190,复杂情况下的道路边缘检测算法研究,道路 算法 进行 阴影 车辆 自主 驾驶 拟合 跟踪 技术
191,基于单线激光雷达的车辆检测与跟踪,进行 识别 分类器 目标 车辆 分类 采用 激光雷达 实验 分析
192,陕西某水库坝基岩体质量评价及抗剪断强度参数预测研究,岩体 参数 工程 力学 坝基 预测 结构 强度 取值 原位
193,机器学习在室内智能照明工程中的应用研究,利用系数 计算 照明 模型 优化 使用 进行 灯具 方法 算法
194,基于支持向量机的出厂水水质控制方法的研究,水质 控制 出厂 水厂 加药 模型 数据 进行 支持 水源
195,高精度饮用水质参数自动监测方法与应用研究,水质 系统 数据 饮用水 进行 监测 算法 设计 自动 方法
196,基于数据挖掘的电力客户投诉分析与预测研究,投诉 服务 电力 客户 提升 预测 分析 客户服务 系统 研究
197,基于计算机视觉的风机叶片表面损伤检测研究,叶片 损伤 进行 算法 检测 图像 风机 研究 实际 风场
198,衡水供电公司异常用电大数据分析系统的研究与设计,异常 用电 数据 分析 用户 营销 进行 处理 计量 电力
199,SiC MOSFET开关振荡特性及并联应用器件筛选的研究,器件 振荡 开关 电流 参数 分析 应用 触发 研究 确定
200,基于人工神经网络与支持向量机的负荷预测比较研究,负荷 预测 模型 向量 支持 数据 方法 函数 研究 具有
201,基于卷积神经网络的输电线路故障快速检测与识别,网络 输电 线路 故障 进行 检测 识别 图像 数据 神经网络
202,基于分类模型的电商用户复购行为预测研究,用户 研究 模型 电商 数据 预测 特征 行为 融合 复购
203,基于多源数据和机器学习算法的土壤水分预测,土壤水分 预测 模型 分布 因子 变化 影响 土层 月份 研究
204,基于机器视觉的红枣表面缺陷检测算法研究,红枣 研究 缺陷 图像 模型 检测 方法 实现 采集 表面
205,基于多源高分辨率遥感数据的人工林树种分类研究,树种 分类 精度 变量 总体 数据 特征 使用 森林 研究
206,利用机器学习算法预测绵羊全基因组蛋白质互作关系,蛋白质 研究 数据 机制 数据库 预测 互作 分子 功能 提供
207,智慧牧业中基于深度学习的羊分娩场景识别算法应用研究,场景 分娩 检测 羔羊 数据 人工 实验 模型 神经网络 效果
208,基于智能算法的高维生物医学数据集的特征选择策略研究,算法 搜索 数据 进行 种群 分类 研究 策略 方法 性能
209,基于中文电子病历文本的医学语义网络构建方法研究,电子 病历 文本 实体 关系 研究 中文 语义 识别 抽取
210,基于机器学习的脑电信号识别研究,算法 数据 特征 识别 电信号 分类 应用 癫痫 进一步 发作
211,基于长短时记忆神经网络的脑血管疾病预测系统研究,疾病 预测 脑血管 模型 构建 实现 预防 系统 领域 数据
212,基于深度卷积神经网络的肝脏静脉血管的分割研究,血管 分割 图像 神经网络 卷积 算法 肝脏 静脉 学习 进行
213,计算机辅助颅骨性别自动识别方法研究,颅骨 性别 方法 模型 鉴定 研究 进行 分类 统计 测量
214,基于词典和机器学习的中文小说的情感研究,情感 小说 研究 曲线 书籍 中文 分析 具有 模式 相关性
215,基于神经网络对鼠标移动轨迹的情绪识别,识别 模型 情绪 神经网络 收集 进行 方法 鼠标 状态 人们
216,回归算法在智商预测中的应用研究,预测 智商 研究 算法 模型 学习 回归 有效 适应 效果
217,档案学视角下区域政务微博的知识发现模型研究,知识 发现 政务信息 区域 模型 理论 信息 进行 政务 单元
218,指纹方向场识别技术研究,指纹 提取 方向 系统 算法 设计 纹理 网络 部分 进行
219,基于统计学习方法的空气质量评价与分类,空气质量 进行 数据 指数 模型 污染物 分类 森林 学习 评价
220,多级聚类演化的随机SVM集群在fMRI上的应用,认知障碍 轻度 研究 进行 分类 成像 大脑 疾病 功能 正常
221,基于关联挖掘的教学评论情感分析研究,情感 研究 分析 教学 方法 学习 评价 评论 进行 反馈
222,在线学习环境下基于眼部状态识别的学生注意评估研究,学生 学习 状态 注意 评估 特征 算法 眼部 定位 人眼
223,贴片元件安装缺陷机器视觉检测技术研究,检测 进行 元件 缺陷 焊接 贴片 型号 建立 方法 模板
224,工业互联网背景下F公司精益六西格玛应用研究,精益 公司 行业 工业 问题 浪费 技术 互联网 管理 面临
225,基于机器学习的工业物联网设备故障诊断系统的设计与实现,设备 故障诊断 系统 数据 工业 算法 联网 采集 技术 进行
226,基于数据聚合的无源无线传感器网络MAC层设计与实现,网络 进行 节点 传感器 数据 无线 传输 降低 时隙 无源
227,I2P匿名通信网络流量识别与分类,流量 匿名 识别 分类 节点 方法 实现 机制 实验 网络
228,边缘云辅助异构网络中基于视频转码业务的资源分配研究,视频 转码 计算 算法 用户 业务 边缘 时间延迟 资源分配 学习
229,基于深度学习的音频场景分类方法研究,音频 卷积 分类 结构 学习 方法 膨胀 场景 信号 传统
230,基于机器学习的AIOps技术研究,系统 进行 运维 分析 检测 故障 异常 特征 实验 模型
231,基于轻量级神经网络的指纹分类应用研究,指纹 分类 网络 学习 模型 神经网络 特征 指纹图 进行 迁移
232,基于多特征融合的人脸美丽预测研究,特征 人脸 预测 融合 网络 进行 通道 卷积 提取 图像
233,基于用户行为序列的网络购买行为预测,用户 行为 数据 模型 序列 商品 购买 特征 预测 实验
234,基于知识图谱构建的微博话题推荐研究,话题 用户 微博 知识 图谱 推荐 进行 实体 命名 获取
235,基于深度循环神经网络的关系抽取方法研究,关系 抽取 模型 方法 实体 依赖 短时记忆 网络 信息 研究
236,融合预训练语言模型的机器译文质量评估,译文 模型 机器 方法 特征 问题 质量 评估 任务 训练
237,基于视觉信息的Web数据高效提取技术研究,数据 提取 页面 信息 进行 模块 语言 网页 匹配 规则
238,基于Hadoop平台的个性化新闻推荐系统的设计与实现,信息 推荐 系统 用户 使用 进行 新闻 个性化 数据 过载
239,基于卷积神经网络的新闻文本分类研究,文本 分类 模型 进行 向量 特征 语义 新闻 信息 表示
240,恶劣光照条件下人脸检测及表情识别研究,人脸 表情 研究 特征 检测 光照 分类 识别 算法 影响
241,基于SVM模型优化的互联网新闻自动分类研究,算法 分类 信息 优化 鲸鱼 新闻 互联网 提高 使用 数据
242,基于步态识别的携带物改变检测研究,步态 识别 携带 能量 改变 发生 判断 合成 是否 进行
243,基于情感分析的推荐算法设计与实现,情感 模型 推荐 进行 用户 分析 改进 量化 评论 研究
244,Python脚本的脆弱性检测研究与实现,脚本 检测 漏洞 进行 完整性 方法 特征 学习 研究 机器
245,基于局部空间特征的点云分类方法研究,特征 分类 算法 精简 进行 值化 精度 研究 保持 提升
246,基于文本相似度的版权保护系统的设计与实现,文本 相似 进行 版权保护 原创 内容 计算 系统 模型 设计
247,基于多属性注意力机制的实体解析方法研究,实体 数据 属性 解析 进行 匹配 方法 利用 语义 元组
248,情感文本的识别与分类算法的研究与实现,情感 分析 文本 向量 词性 实验 分类 倾向性 权重 模型
